model_type,test_score,total_time,dataset,average_mismatches,valid_score,train_score,num_params,exit_code,name
vae,"(38.64324951171875, 35.13362121582031, 3.5096263885498047)",27.899914503097534,synthetic_multimodal_data_modes_3_length_51_uniform,19.781,"(39.97652053833008, 36.48212814331055, 3.4943888187408447)","(34.89718246459961, 31.24835777282715, 3.6488282680511475)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.0003
vae,"(38.95459747314453, 35.794891357421875, 3.1597042083740234)",11.858645915985107,synthetic_multimodal_data_modes_3_length_51_uniform,17.206,"(40.122779846191406, 36.96379852294922, 3.158973455429077)","(35.683021545410156, 32.29621505737305, 3.386805534362793)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.003
vae,"(38.86046600341797, 35.20796203613281, 3.652508020401001)",17.161840438842773,synthetic_multimodal_data_modes_3_length_51_uniform,18.663,"(40.38964080810547, 36.73396301269531, 3.6556951999664307)","(34.77299118041992, 30.72983741760254, 4.043149948120117)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.001
vae,"(38.73073196411133, 35.06247329711914, 3.6682629585266113)",35.562833309173584,synthetic_multimodal_data_modes_3_length_51_uniform,16.547,"(39.933509826660156, 36.25691604614258, 3.676612615585327)","(32.96151351928711, 28.339155197143555, 4.622352123260498)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.0003
vae,"(38.60601043701172, 35.318572998046875, 3.287444829940796)",10.635995626449585,synthetic_multimodal_data_modes_3_length_51_uniform,16.549,"(40.054542541503906, 36.76142120361328, 3.2931206226348877)","(34.491851806640625, 30.83196258544922, 3.6598870754241943)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.003
vae,"(38.703224182128906, 35.330467224121094, 3.372767686843872)",12.939351081848145,synthetic_multimodal_data_modes_3_length_51_uniform,17.616,"(40.053443908691406, 36.68704605102539, 3.366393804550171)","(34.51634979248047, 30.821033477783203, 3.695317029953003)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.001
vae,"(39.25286865234375, 35.56135559082031, 3.6915218830108643)",20.584707975387573,synthetic_multimodal_data_modes_3_length_51_uniform,19.475,"(40.43674850463867, 36.760623931884766, 3.6761252880096436)","(35.26069641113281, 31.403690338134766, 3.857006788253784)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.0003
vae,"(41.72443389892578, 37.00864791870117, 4.715783596038818)",13.395561456680298,synthetic_multimodal_data_modes_5_length_51_uniform,21.477,"(41.960052490234375, 37.2425422668457, 4.717505931854248)","(36.95732498168945, 32.12738037109375, 4.829945087432861)",211260,0,vae_hidden_size_100_batch_size_10_lr_0.003
vae,"(42.24528503417969, 37.349334716796875, 4.895938873291016)",21.19994568824768,synthetic_multimodal_data_modes_5_length_51_uniform,21.077,"(42.311222076416016, 37.40298843383789, 4.908228874206543)","(36.085323333740234, 30.96672248840332, 5.118597507476807)",211260,0,vae_hidden_size_100_batch_size_10_lr_0.001
vae,"(43.671199798583984, 37.71725845336914, 5.953934669494629)",22.959534883499146,synthetic_multimodal_data_modes_5_length_51_uniform,26.819,"(43.86665725708008, 37.92597579956055, 5.940670013427734)","(39.507102966308594, 33.4919319152832, 6.015174865722656)",211260,0,vae_hidden_size_100_batch_size_10_lr_0.0003
vae,"(41.72861862182617, 36.6434440612793, 5.0851826667785645)",11.741329193115234,synthetic_multimodal_data_modes_5_length_51_uniform,20.089,"(41.80409622192383, 36.697940826416016, 5.106156826019287)","(35.673545837402344, 30.25191879272461, 5.421634674072266)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.003
vae,"(41.66337966918945, 36.724632263183594, 4.938750267028809)",20.827549934387207,synthetic_multimodal_data_modes_5_length_51_uniform,20.758,"(41.89988327026367, 36.95887756347656, 4.941002368927002)","(34.971832275390625, 29.67393684387207, 5.29789924621582)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.001
vae,"(43.05619812011719, 37.54515838623047, 5.511042594909668)",21.003111600875854,synthetic_multimodal_data_modes_5_length_51_uniform,25.624,"(43.238807678222656, 37.71279525756836, 5.526010036468506)","(38.18496322631836, 32.524742126464844, 5.6602301597595215)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.0003
vae,"(42.84497833251953, 37.28434371948242, 5.560624122619629)",14.326284646987915,synthetic_multimodal_data_modes_5_length_51_uniform,21.229,"(42.99226760864258, 37.368202209472656, 5.624075412750244)","(36.51313018798828, 30.22275161743164, 6.29038667678833)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.003
vae,"(41.66609573364258, 36.9946403503418, 4.671453952789307)",16.889705419540405,synthetic_multimodal_data_modes_5_length_51_uniform,20.933,"(41.681541442871094, 37.01041030883789, 4.671116352081299)","(35.93172836303711, 30.980684280395508, 4.951040744781494)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.001
vae,"(43.97494888305664, 37.761497497558594, 6.213460445404053)",15.408413410186768,synthetic_multimodal_data_modes_5_length_51_uniform,30.089,"(44.25593948364258, 38.052085876464844, 6.2038421630859375)","(40.57714080810547, 34.31729507446289, 6.259853363037109)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.0003
vae,"(42.48219680786133, 37.41885757446289, 5.063333511352539)",10.20967721939087,synthetic_multimodal_data_modes_5_length_51_uniform,20.663,"(42.49210739135742, 37.41920852661133, 5.072908878326416)","(36.51702117919922, 30.986858367919922, 5.530162334442139)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.003
vae,"(42.24217224121094, 36.863929748535156, 5.37824821472168)",15.64307689666748,synthetic_multimodal_data_modes_5_length_51_uniform,21.805,"(42.45795822143555, 37.087486267089844, 5.370473384857178)","(35.406272888183594, 29.39113998413086, 6.015130996704102)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.001
vae,"(41.8814811706543, 36.90108108520508, 4.980400562286377)",21.757633686065674,synthetic_multimodal_data_modes_5_length_51_uniform,22.776,"(42.303611755371094, 37.3139762878418, 4.9896321296691895)","(36.32438659667969, 31.05082893371582, 5.273554801940918)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.0003
rnn,38.926328125,337.1584885120392,synthetic_unimodal_data_length_100_gaussian,9.005,39.1617265625,36.563296875,84820,0,rnn_hidden_size_100_lr_0.003
rnn,38.87161328125,530.8682513237,synthetic_unimodal_data_length_100_gaussian,9.18,39.0654921875,36.42925,84820,0,rnn_hidden_size_100_lr_0.001
rnn,38.976828125,863.2199103832245,synthetic_unimodal_data_length_100_gaussian,11.245,39.1545078125,36.84069140625,84820,0,rnn_hidden_size_100_lr_0.0003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,39.221671875,258.0618405342102,synthetic_unimodal_data_length_100_gaussian,11.591,39.316203125,36.77348828125,329620,0,rnn_hidden_size_200_lr_0.003
rnn,38.84201171875,329.6547694206238,synthetic_unimodal_data_length_100_gaussian,10.114,38.9979609375,36.471359375,329620,0,rnn_hidden_size_200_lr_0.001
rnn,38.80760546875,574.6011598110199,synthetic_unimodal_data_length_100_gaussian,9.947,38.92890625,36.507234375,329620,0,rnn_hidden_size_200_lr_0.0003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,36.28476171875,333.6429364681244,synthetic_unimodal_data_length_100_skewed_gaussian,9.024,36.01987890625,34.025484375,84820,0,rnn_hidden_size_100_lr_0.003
rnn,36.140796875,533.3843936920166,synthetic_unimodal_data_length_100_skewed_gaussian,9.262,35.9620625,33.75492578125,84820,0,rnn_hidden_size_100_lr_0.001
rnn,36.20705859375,1043.8677341938019,synthetic_unimodal_data_length_100_skewed_gaussian,9.576,35.92245703125,33.788328125,84820,0,rnn_hidden_size_100_lr_0.0003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,36.47625390625,345.8574995994568,synthetic_unimodal_data_length_100_skewed_gaussian,9.419,36.20078125,32.99775,329620,0,rnn_hidden_size_200_lr_0.003
rnn,36.192625,324.87069725990295,synthetic_unimodal_data_length_100_skewed_gaussian,9.564,35.84207421875,34.13652734375,329620,0,rnn_hidden_size_200_lr_0.001
rnn,36.1312890625,592.5987482070923,synthetic_unimodal_data_length_100_skewed_gaussian,10.803,35.8097890625,33.8194765625,329620,0,rnn_hidden_size_200_lr_0.0003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,38.3456640625,343.0604157447815,synthetic_unimodal_data_length_100_uniform,9.163,38.28408984375,36.3556640625,84820,0,rnn_hidden_size_100_lr_0.003
rnn,38.2205,503.81919527053833,synthetic_unimodal_data_length_100_uniform,9.21,38.2516328125,36.28433203125,84820,0,rnn_hidden_size_100_lr_0.001
rnn,38.33583203125,1074.5713784694672,synthetic_unimodal_data_length_100_uniform,10.267,38.33421484375,36.28778125,84820,0,rnn_hidden_size_100_lr_0.0003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,38.563453125,277.23826026916504,synthetic_unimodal_data_length_100_uniform,9.374,38.44941015625,36.10671875,329620,0,rnn_hidden_size_200_lr_0.003
rnn,38.2121484375,358.2986490726471,synthetic_unimodal_data_length_100_uniform,11.423,38.24984375,35.98962890625,329620,0,rnn_hidden_size_200_lr_0.001
rnn,38.19615625,618.486337184906,synthetic_unimodal_data_length_100_uniform,11.452,38.2596484375,36.424765625,329620,0,rnn_hidden_size_200_lr_0.0003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,28.247654296875,56.824706077575684,synthetic_unimodal_data_length_20_gaussian,5.896,27.630427734375,27.232880859375,84820,0,rnn_hidden_size_100_lr_0.003
rnn,28.212876953125,75.14129257202148,synthetic_unimodal_data_length_20_gaussian,5.923,27.627453125,26.96801171875,84820,0,rnn_hidden_size_100_lr_0.001
rnn,28.24825,102.5932264328003,synthetic_unimodal_data_length_20_gaussian,6.108,27.654658203125,27.259912109375,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,28.321404296875,234.50654435157776,synthetic_unimodal_data_length_20_gaussian,6.048,27.69900390625,27.2916875,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,28.494583984375,53.441428661346436,synthetic_unimodal_data_length_20_gaussian,5.947,27.869537109375,27.27488671875,329620,0,rnn_hidden_size_200_lr_0.003
rnn,28.37451171875,64.75922775268555,synthetic_unimodal_data_length_20_gaussian,5.925,27.68312890625,26.75551953125,329620,0,rnn_hidden_size_200_lr_0.001
rnn,28.2854140625,84.49973797798157,synthetic_unimodal_data_length_20_gaussian,5.764,27.685361328125,26.8225859375,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,28.32205859375,139.94942593574524,synthetic_unimodal_data_length_20_gaussian,5.881,27.679060546875,27.244533203125,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,25.85141796875,57.07167911529541,synthetic_unimodal_data_length_20_skewed_gaussian,5.166,25.97778125,25.1018671875,84820,0,rnn_hidden_size_100_lr_0.003
rnn,25.845263671875,69.75067734718323,synthetic_unimodal_data_length_20_skewed_gaussian,5.617,25.9249375,25.404994140625,84820,0,rnn_hidden_size_100_lr_0.001
rnn,25.764552734375,120.29381585121155,synthetic_unimodal_data_length_20_skewed_gaussian,5.543,25.89626171875,25.069541015625,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,25.7499140625,218.01085138320923,synthetic_unimodal_data_length_20_skewed_gaussian,5.582,25.85557421875,25.330837890625,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,26.04298046875,45.131404399871826,synthetic_unimodal_data_length_20_skewed_gaussian,5.685,26.076158203125,25.511009765625,329620,0,rnn_hidden_size_200_lr_0.003
rnn,25.780029296875,53.46654200553894,synthetic_unimodal_data_length_20_skewed_gaussian,5.128,25.9101953125,24.990388671875,329620,0,rnn_hidden_size_200_lr_0.001
rnn,25.806265625,79.40175151824951,synthetic_unimodal_data_length_20_skewed_gaussian,5.442,25.888890625,25.228958984375,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,25.823517578125,137.48117470741272,synthetic_unimodal_data_length_20_skewed_gaussian,5.544,25.906666015625,25.21176171875,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,27.81884375,51.04879379272461,synthetic_unimodal_data_length_20_uniform,6.102,28.0732265625,26.833505859375,84820,0,rnn_hidden_size_100_lr_0.003
rnn,27.75509765625,55.26663637161255,synthetic_unimodal_data_length_20_uniform,6.522,28.015697265625,27.130666015625,84820,0,rnn_hidden_size_100_lr_0.001
rnn,27.83808203125,120.61653017997742,synthetic_unimodal_data_length_20_uniform,6.005,28.05059375,26.68755078125,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,27.845322265625,208.8204324245453,synthetic_unimodal_data_length_20_uniform,6.282,28.0452578125,27.041765625,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,28.048951171875,44.92248582839966,synthetic_unimodal_data_length_20_uniform,4.966,28.1864375,27.14496484375,329620,0,rnn_hidden_size_200_lr_0.003
rnn,27.869275390625,48.97920250892639,synthetic_unimodal_data_length_20_uniform,5.994,28.01681640625,27.09161328125,329620,0,rnn_hidden_size_200_lr_0.001
rnn,27.82775,66.00978302955627,synthetic_unimodal_data_length_20_uniform,6.136,28.026185546875,26.889056640625,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,27.864732421875,132.44630455970764,synthetic_unimodal_data_length_20_uniform,5.88,28.03489453125,26.757244140625,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,34.06459765625,138.28518223762512,synthetic_unimodal_data_length_50_gaussian,6.933,34.564921875,33.0219140625,84820,0,rnn_hidden_size_100_lr_0.003
rnn,33.88540625,179.48621892929077,synthetic_unimodal_data_length_50_gaussian,6.563,34.46323828125,33.1170234375,84820,0,rnn_hidden_size_100_lr_0.001
rnn,33.97178125,303.8891761302948,synthetic_unimodal_data_length_50_gaussian,7.088,34.492921875,33.2390234375,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,33.99728515625,979.8768198490143,synthetic_unimodal_data_length_50_gaussian,7.31,34.4831484375,33.030296875,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,34.26740625,124.43076920509338,synthetic_unimodal_data_length_50_gaussian,6.582,34.79361328125,32.89234765625,329620,0,rnn_hidden_size_200_lr_0.003
rnn,34.01351953125,159.87344431877136,synthetic_unimodal_data_length_50_gaussian,6.735,34.49822265625,32.667970703125,329620,0,rnn_hidden_size_200_lr_0.001
rnn,33.95571875,215.70981860160828,synthetic_unimodal_data_length_50_gaussian,7.256,34.43476171875,33.10834765625,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,33.93780859375,489.9021761417389,synthetic_unimodal_data_length_50_gaussian,6.905,34.48131640625,33.06465234375,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,32.24587890625,141.60570454597473,synthetic_unimodal_data_length_50_skewed_gaussian,6.367,31.937517578125,30.58691015625,84820,0,rnn_hidden_size_100_lr_0.003
rnn,32.065826171875,193.03044080734253,synthetic_unimodal_data_length_50_skewed_gaussian,6.065,31.754810546875,30.552779296875,84820,0,rnn_hidden_size_100_lr_0.001
rnn,32.127220703125,321.72918820381165,synthetic_unimodal_data_length_50_skewed_gaussian,6.544,31.72375390625,30.682072265625,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,32.132689453125,958.4582788944244,synthetic_unimodal_data_length_50_skewed_gaussian,6.423,31.765955078125,30.576126953125,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,32.4731875,128.69836926460266,synthetic_unimodal_data_length_50_skewed_gaussian,6.551,32.1541171875,30.46963671875,329620,0,rnn_hidden_size_200_lr_0.003
rnn,32.21412109375,138.1256763935089,synthetic_unimodal_data_length_50_skewed_gaussian,7.121,31.885978515625,30.633400390625,329620,0,rnn_hidden_size_200_lr_0.001
rnn,32.16160546875,261.22072100639343,synthetic_unimodal_data_length_50_skewed_gaussian,6.533,31.781123046875,30.495548828125,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,32.12562109375,502.246239900589,synthetic_unimodal_data_length_50_skewed_gaussian,6.909,31.76244921875,30.380970703125,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,33.7939296875,140.29642176628113,synthetic_unimodal_data_length_50_uniform,6.677,34.72823046875,31.95365625,84820,0,rnn_hidden_size_100_lr_0.003
rnn,33.7265078125,191.94127869606018,synthetic_unimodal_data_length_50_uniform,6.331,34.6746015625,31.7318984375,84820,0,rnn_hidden_size_100_lr_0.001
rnn,33.77558203125,305.1398124694824,synthetic_unimodal_data_length_50_uniform,7.871,34.696109375,32.18596484375,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,33.76333203125,974.1109519004822,synthetic_unimodal_data_length_50_uniform,7.169,34.72534765625,32.044111328125,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,33.8832109375,122.7996711730957,synthetic_unimodal_data_length_50_uniform,7.199,34.94344921875,31.753373046875,329620,0,rnn_hidden_size_200_lr_0.003
rnn,33.7944765625,139.08693528175354,synthetic_unimodal_data_length_50_uniform,7.756,34.7198046875,32.060970703125,329620,0,rnn_hidden_size_200_lr_0.001
rnn,33.74684765625,216.4720814228058,synthetic_unimodal_data_length_50_uniform,7.244,34.66213671875,32.04556640625,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,33.69647265625,472.9225959777832,synthetic_unimodal_data_length_50_uniform,7.818,34.64695703125,32.0673828125,329620,0,rnn_hidden_size_200_lr_0.0001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,25.384091796875,1186.068606376648,gfp,22.943,24.94559375,22.537138671875,330021,0,rnn_hidden_size_200_lr_0.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,35.4576484375,152.05545902252197,synthetic_multimodal_data_modes_2_length_51_uniform,8.931,36.17598828125,33.4094375,84820,0,rnn_hidden_size_100_lr_0.003
rnn,35.49586328125,279.14882588386536,synthetic_multimodal_data_modes_2_length_51_uniform,10.125,36.18578515625,33.26173828125,84820,0,rnn_hidden_size_100_lr_0.001
rnn,35.6430234375,632.0431199073792,synthetic_multimodal_data_modes_2_length_51_uniform,10.322,36.1802421875,33.480828125,84820,0,rnn_hidden_size_100_lr_0.0003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,35.73108203125,141.77147006988525,synthetic_multimodal_data_modes_2_length_51_uniform,9.692,36.4224296875,32.94346484375,329620,0,rnn_hidden_size_200_lr_0.003
rnn,35.5174609375,167.62391901016235,synthetic_multimodal_data_modes_2_length_51_uniform,10.688,36.12039453125,33.56509765625,329620,0,rnn_hidden_size_200_lr_0.001
rnn,35.47772265625,413.9220356941223,synthetic_multimodal_data_modes_2_length_51_uniform,11.234,36.19097265625,33.2364140625,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,35.7586796875,910.7806570529938,synthetic_multimodal_data_modes_2_length_51_uniform,11.712,36.42802734375,32.876046875,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,36.5718125,174.79745030403137,synthetic_multimodal_data_modes_3_length_51_uniform,10.999,37.98816015625,32.098953125,84820,0,rnn_hidden_size_100_lr_0.003
rnn,36.80172265625,229.04752564430237,synthetic_multimodal_data_modes_3_length_51_uniform,14.351,38.16171875,33.033265625,84820,0,rnn_hidden_size_100_lr_0.001
rnn,37.1837265625,640.4703764915466,synthetic_multimodal_data_modes_3_length_51_uniform,14.803,38.376765625,32.63965625,84820,0,rnn_hidden_size_100_lr_0.0003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,36.928375,141.98216819763184,synthetic_multimodal_data_modes_3_length_51_uniform,13.534,38.2422109375,32.597927734375,329620,0,rnn_hidden_size_200_lr_0.003
rnn,36.41149609375,189.62085151672363,synthetic_multimodal_data_modes_3_length_51_uniform,13.728,37.78699609375,32.009111328125,329620,0,rnn_hidden_size_200_lr_0.001
rnn,36.80819921875,313.06643867492676,synthetic_multimodal_data_modes_3_length_51_uniform,15.685,38.13567578125,32.6731171875,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,37.23805078125,783.0858061313629,synthetic_multimodal_data_modes_3_length_51_uniform,17.51,38.53192578125,32.90187109375,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,39.627921875,173.37531113624573,synthetic_multimodal_data_modes_5_length_51_uniform,18.506,39.43849609375,33.372375,84820,0,rnn_hidden_size_100_lr_0.003
rnn,40.2396640625,286.40805649757385,synthetic_multimodal_data_modes_5_length_51_uniform,20.665,40.2089765625,33.77842578125,84820,0,rnn_hidden_size_100_lr_0.001
rnn,41.154234375,515.2341561317444,synthetic_multimodal_data_modes_5_length_51_uniform,23.617,41.133765625,35.2466796875,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,42.56809375,1078.8978114128113,synthetic_multimodal_data_modes_5_length_51_uniform,27.522,42.36,37.4886875,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,39.903359375,187.4547243118286,synthetic_multimodal_data_modes_5_length_51_uniform,17.247,39.9095390625,31.5812421875,329620,0,rnn_hidden_size_200_lr_0.003
rnn,39.3821171875,229.21712064743042,synthetic_multimodal_data_modes_5_length_51_uniform,18.943,39.56587109375,32.292978515625,329620,0,rnn_hidden_size_200_lr_0.001
rnn,40.53551953125,346.3423647880554,synthetic_multimodal_data_modes_5_length_51_uniform,23.263,40.29989453125,34.01905078125,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,41.9007578125,621.0802385807037,synthetic_multimodal_data_modes_5_length_51_uniform,25.963,41.88133203125,35.5165,329620,0,rnn_hidden_size_200_lr_0.0001
hmm,163.46966782802713,674.3813807964325,synthetic_unimodal_data_length_100_gaussian,90.281,163.56759288532857,163.09425274168083,800.0,0,hmm_hidden_size_20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hmm,121.25671811331839,959.5588240623474,synthetic_unimodal_data_length_100_gaussian,90.282,121.47221571760319,120.50316651404641,2400.0,0,hmm_hidden_size_40
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hmm,166.23238598149817,352.52249670028687,synthetic_unimodal_data_length_100_skewed_gaussian,90.69,166.19549258929626,165.8822178766593,800.0,0,hmm_hidden_size_20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hmm,165.112113907057,473.07993364334106,synthetic_unimodal_data_length_100_uniform,90.786,165.32530875864433,165.47853369919133,800.0,0,hmm_hidden_size_20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hmm,31.780488843139338,70.07936429977417,synthetic_unimodal_data_length_20_gaussian,13.807,31.25874260082701,31.408842298772065,800.0,0,hmm_hidden_size_20
hmm,32.953608237319855,163.47112107276917,synthetic_unimodal_data_length_20_gaussian,13.735,32.39003334214641,32.57859921567104,1500.0,0,hmm_hidden_size_30
hmm,28.845929432554758,294.3130419254303,synthetic_unimodal_data_length_20_gaussian,9.346,28.254301838065366,28.439451601264444,2400.0,0,hmm_hidden_size_40
hmm,31.0564289903164,302.45599913597107,synthetic_unimodal_data_length_20_gaussian,11.89,30.58738485561236,30.715268605701763,3500.0,0,hmm_hidden_size_50
hmm,29.456595910114498,150.39279890060425,synthetic_unimodal_data_length_20_skewed_gaussian,13.726,29.53422259935882,29.669368448672586,800.0,0,hmm_hidden_size_20
hmm,28.277632422839254,309.0717451572418,synthetic_unimodal_data_length_20_skewed_gaussian,10.452,28.353675718738927,28.474885868586234,1500.0,0,hmm_hidden_size_30
hmm,28.581376922436448,524.9649474620819,synthetic_unimodal_data_length_20_skewed_gaussian,10.884,28.656118212785703,28.81628424592206,2400.0,0,hmm_hidden_size_40
hmm,29.570808598273477,612.4722595214844,synthetic_unimodal_data_length_20_skewed_gaussian,11.14,29.62948626159242,29.823237774869284,3500.0,0,hmm_hidden_size_50
hmm,32.43599357779888,145.79024839401245,synthetic_unimodal_data_length_20_uniform,13.142,32.56008389634952,32.3189414338586,800.0,0,hmm_hidden_size_20
hmm,31.273372971098063,304.32491993904114,synthetic_unimodal_data_length_20_uniform,13.483,31.408835220738233,31.14616888066473,1500.0,0,hmm_hidden_size_30
hmm,28.508807121727237,319.29439306259155,synthetic_unimodal_data_length_20_uniform,9.53,28.710475908361463,28.370252855351872,2400.0,0,hmm_hidden_size_40
hmm,30.79800532058353,803.4639792442322,synthetic_unimodal_data_length_20_uniform,13.93,30.96041179543108,30.668127481724397,3500.0,0,hmm_hidden_size_50
hmm,76.03603403400419,205.75545167922974,synthetic_unimodal_data_length_50_gaussian,44.297,76.52686128507253,76.31731787653241,800.0,0,hmm_hidden_size_20
hmm,61.90430823229582,223.63418793678284,synthetic_unimodal_data_length_50_gaussian,43.668,62.45123688793669,62.136639686102995,1500.0,0,hmm_hidden_size_30
hmm,52.17456191613841,351.85676884651184,synthetic_unimodal_data_length_50_gaussian,42.951,52.64132255682928,52.27493609485093,2400.0,0,hmm_hidden_size_40
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
