model_type,test_score,total_time,dataset,average_mismatches,valid_score,train_score,num_params,exit_code,name
hmm,86.71282586288204,786.7541983127594,synthetic_multimodal_data_modes_2_length_51_uniform,44.475,87.12608542326919,86.8320137727461,1500.0,0,hmm_hidden_size_30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hmm,107.82283892662126,377.98413372039795,synthetic_multimodal_data_modes_3_length_51_uniform,44.457,108.40101717706274,107.43881190495803,800.0,0,hmm_hidden_size_20
hmm,95.68223720626713,424.25397777557373,synthetic_multimodal_data_modes_3_length_51_uniform,43.969,96.63715921925842,95.11669690657911,1500.0,0,hmm_hidden_size_30
hmm,90.42811908051495,553.0352051258087,synthetic_multimodal_data_modes_3_length_51_uniform,43.739,91.05450339204825,89.62009607689936,2400.0,0,hmm_hidden_size_40
hmm,83.71073308134869,964.7054262161255,synthetic_multimodal_data_modes_3_length_51_uniform,44.238,84.44919936427641,82.83819563244094,3500.0,0,hmm_hidden_size_50
hmm,119.75379491230298,367.9625561237335,synthetic_multimodal_data_modes_5_length_51_uniform,44.513,119.79110337725926,118.79404808955,800.0,0,hmm_hidden_size_20
hmm,109.62170098395738,780.603045463562,synthetic_multimodal_data_modes_5_length_51_uniform,44.241,109.80928771834563,108.93605791121732,1500.0,0,hmm_hidden_size_30
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
