model_type,test_score,total_time,dataset,average_mismatches,valid_score,train_score,num_params,exit_code,name
vae,"(48.21012496948242, 40.84016036987305, 7.369962215423584)",9.520583152770996,synthetic_unimodal_data_length_50_skewed_gaussian,43.145,"(47.38479232788086, 40.08140182495117, 7.303389072418213)","(30.916126251220703, 22.519620895385742, 8.396506309509277)",413440,0,vae_hidden_size_200_batch_size_20_lr_0.001
vae,"(49.60314178466797, 40.36109161376953, 9.242050170898438)",12.051326513290405,synthetic_unimodal_data_length_50_skewed_gaussian,43.82,"(49.1259880065918, 39.869659423828125, 9.256331443786621)","(29.990564346313477, 19.29743766784668, 10.69312572479248)",413440,0,vae_hidden_size_200_batch_size_20_lr_0.0003
vae,"(43.44313430786133, 38.65968322753906, 4.783451080322266)",5.559448003768921,synthetic_unimodal_data_length_50_uniform,42.904,"(55.48095703125, 50.838924407958984, 4.642032623291016)","(36.295345306396484, 31.062641143798828, 5.232701778411865)",207240,0,vae_hidden_size_100_batch_size_10_lr_0.003
vae,"(44.48967361450195, 35.2842903137207, 9.20538330078125)",7.713364839553833,synthetic_unimodal_data_length_50_uniform,43.794,"(48.3890495300293, 39.4902458190918, 8.898799896240234)","(31.47307777404785, 21.5163516998291, 9.95672607421875)",207240,0,vae_hidden_size_100_batch_size_10_lr_0.001
vae,"(48.13723373413086, 36.39150619506836, 11.745728492736816)",8.062169790267944,synthetic_unimodal_data_length_50_uniform,45.045,"(53.50492477416992, 42.08649826049805, 11.418429374694824)","(38.581024169921875, 25.797306060791016, 12.783717155456543)",207240,0,vae_hidden_size_100_batch_size_10_lr_0.0003
vae,"(44.154293060302734, 37.806549072265625, 6.347740173339844)",6.619227409362793,synthetic_unimodal_data_length_50_uniform,41.272,"(47.05324935913086, 40.87815856933594, 6.175089359283447)","(26.410419464111328, 19.732908248901367, 6.677510738372803)",207240,0,vae_hidden_size_100_batch_size_20_lr_0.003
vae,"(44.45654296875, 36.69423294067383, 7.762310981750488)",8.188452959060669,synthetic_unimodal_data_length_50_uniform,44.336,"(47.752254486083984, 40.386146545410156, 7.36610746383667)","(29.207624435424805, 21.136137008666992, 8.071489334106445)",207240,0,vae_hidden_size_100_batch_size_20_lr_0.001
vae,"(48.62251281738281, 34.10372543334961, 14.518786430358887)",9.44705319404602,synthetic_unimodal_data_length_50_uniform,45.489,"(54.84493637084961, 40.819271087646484, 14.025665283203125)","(42.263511657714844, 26.500030517578125, 15.763480186462402)",207240,0,vae_hidden_size_100_batch_size_20_lr_0.0003
vae,"(44.34939193725586, 38.0474967956543, 6.301890850067139)",7.1567840576171875,synthetic_unimodal_data_length_50_uniform,41.832,"(56.95440673828125, 50.758575439453125, 6.195830821990967)","(28.03359031677246, 21.213653564453125, 6.8199381828308105)",413440,0,vae_hidden_size_200_batch_size_10_lr_0.003
vae,"(43.85929489135742, 35.92686080932617, 7.932435512542725)",8.61273455619812,synthetic_unimodal_data_length_50_uniform,43.536,"(48.02903747558594, 40.4334831237793, 7.595556735992432)","(30.85481071472168, 22.232223510742188, 8.622588157653809)",413440,0,vae_hidden_size_200_batch_size_10_lr_0.001
vae,"(45.04635238647461, 34.92026901245117, 10.126080513000488)",11.046169519424438,synthetic_unimodal_data_length_50_uniform,44.563,"(48.660404205322266, 38.902896881103516, 9.757506370544434)","(34.84446334838867, 23.87881851196289, 10.96564769744873)",413440,0,vae_hidden_size_200_batch_size_10_lr_0.0003
vae,"(44.58824920654297, 39.21824264526367, 5.370004653930664)",7.105743646621704,synthetic_unimodal_data_length_50_uniform,41.579,"(53.178558349609375, 47.90958023071289, 5.268981456756592)","(34.35142517089844, 28.523412704467773, 5.828011989593506)",413440,0,vae_hidden_size_200_batch_size_20_lr_0.003
vae,"(41.2221565246582, 34.02297592163086, 7.199180603027344)",9.983583688735962,synthetic_unimodal_data_length_50_uniform,43.347,"(48.052589416503906, 40.93872833251953, 7.11386251449585)","(35.103057861328125, 27.21243667602539, 7.890620708465576)",413440,0,vae_hidden_size_200_batch_size_20_lr_0.001
vae,"(45.550777435302734, 36.59768295288086, 8.953091621398926)",11.556324481964111,synthetic_unimodal_data_length_50_uniform,44.087,"(48.690792083740234, 40.1494026184082, 8.541388511657715)","(33.01987075805664, 23.318979263305664, 9.700892448425293)",413440,0,vae_hidden_size_200_batch_size_20_lr_0.0003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vae,"(47.87576675415039, 40.41582489013672, 7.459942817687988)",5.838635206222534,synthetic_multimodal_data_modes_2_length_51_uniform,36.325,"(41.64510726928711, 34.16323471069336, 7.481871128082275)","(23.396926879882812, 15.729525566101074, 7.6674017906188965)",211260,0,vae_hidden_size_100_batch_size_10_lr_0.003
vae,"(51.82229232788086, 41.620582580566406, 10.201705932617188)",8.178900718688965,synthetic_multimodal_data_modes_2_length_51_uniform,42.622,"(45.83653259277344, 35.25236511230469, 10.584168434143066)","(31.897613525390625, 20.328716278076172, 11.568897247314453)",211260,0,vae_hidden_size_100_batch_size_10_lr_0.001
vae,"(68.08489227294922, 50.57273483276367, 17.51215934753418)",8.557894229888916,synthetic_multimodal_data_modes_2_length_51_uniform,45.594,"(61.2800178527832, 43.18795394897461, 18.092060089111328)","(56.03247833251953, 36.851051330566406, 19.181427001953125)",211260,0,vae_hidden_size_100_batch_size_10_lr_0.0003
vae,"(53.45730209350586, 46.74259567260742, 6.714703559875488)",8.061959028244019,synthetic_multimodal_data_modes_2_length_51_uniform,36.163,"(47.35199737548828, 40.522396087646484, 6.829603672027588)","(22.96964454650879, 15.572627067565918, 7.397017955780029)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.003
vae,"(47.627471923828125, 40.14793014526367, 7.479539394378662)",9.236218690872192,synthetic_multimodal_data_modes_2_length_51_uniform,41.606,"(43.85763931274414, 35.98176574707031, 7.87587308883667)","(26.920358657836914, 18.454069137573242, 8.466290473937988)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.001
vae,"(62.066650390625, 44.260616302490234, 17.806034088134766)",10.20922589302063,synthetic_multimodal_data_modes_2_length_51_uniform,45.47,"(61.683143615722656, 43.51395797729492, 18.169187545776367)","(54.19089889526367, 35.17539596557617, 19.015501022338867)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.0003
vae,"(48.6973991394043, 41.690834045410156, 7.006566047668457)",7.41230034828186,synthetic_multimodal_data_modes_2_length_51_uniform,40.951,"(42.16680908203125, 34.99799728393555, 7.168811798095703)","(34.15138626098633, 26.539520263671875, 7.6118645668029785)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.003
vae,"(48.00455856323242, 40.226619720458984, 7.777940273284912)",9.746975421905518,synthetic_multimodal_data_modes_2_length_51_uniform,40.518,"(41.33899688720703, 33.387245178222656, 7.95175313949585)","(26.845661163330078, 18.597639083862305, 8.248019218444824)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.001
vae,"(51.14561080932617, 37.959510803222656, 13.186103820800781)",12.234691619873047,synthetic_multimodal_data_modes_2_length_51_uniform,44.167,"(45.584468841552734, 31.944570541381836, 13.639897346496582)","(36.42703628540039, 22.10468101501465, 14.322354316711426)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.0003
vae,"(52.627681732177734, 45.858699798583984, 6.768982887268066)",8.894404411315918,synthetic_multimodal_data_modes_2_length_51_uniform,38.431,"(42.61628723144531, 35.44775390625, 7.168532848358154)","(23.98529624938965, 16.030750274658203, 7.954545497894287)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.003
vae,"(48.69788360595703, 38.98592758178711, 9.711955070495605)",10.740673065185547,synthetic_multimodal_data_modes_2_length_51_uniform,42.089,"(43.57944869995117, 33.58735275268555, 9.992096900939941)","(30.553205490112305, 19.999256134033203, 10.553950309753418)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.001
vae,"(52.95390701293945, 40.92932891845703, 12.024576187133789)",12.598495244979858,synthetic_multimodal_data_modes_2_length_51_uniform,43.591,"(43.55446243286133, 31.118757247924805, 12.435707092285156)","(32.699745178222656, 19.47760581970215, 13.222137451171875)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.0003
vae,"(52.07312774658203, 42.03229904174805, 10.040827751159668)",7.129411935806274,synthetic_multimodal_data_modes_3_length_51_uniform,38.947,"(60.18142318725586, 50.270790100097656, 9.910635948181152)","(24.658720016479492, 14.331503868103027, 10.327216148376465)",211260,0,vae_hidden_size_100_batch_size_10_lr_0.003
vae,"(50.2937126159668, 41.139984130859375, 9.153727531433105)",8.922817945480347,synthetic_multimodal_data_modes_3_length_51_uniform,38.765,"(57.62221908569336, 48.559085845947266, 9.063132286071777)","(24.37601089477539, 14.200189590454102, 10.175821304321289)",211260,0,vae_hidden_size_100_batch_size_10_lr_0.001
vae,"(82.0336685180664, 64.76493835449219, 17.26873207092285)",8.879112482070923,synthetic_multimodal_data_modes_3_length_51_uniform,45.135,"(92.91246032714844, 77.28902435302734, 15.623435974121094)","(63.37592315673828, 42.77095031738281, 20.604970932006836)",211260,0,vae_hidden_size_100_batch_size_10_lr_0.0003
vae,"(57.34785079956055, 46.15839385986328, 11.189462661743164)",7.566490650177002,synthetic_multimodal_data_modes_3_length_51_uniform,41.248,"(63.06280517578125, 51.706390380859375, 11.356416702270508)","(29.418243408203125, 17.37753677368164, 12.040709495544434)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.003
vae,"(52.311279296875, 41.8482551574707, 10.463022232055664)",9.110697507858276,synthetic_multimodal_data_modes_3_length_51_uniform,40.071,"(58.32063674926758, 48.30611801147461, 10.014521598815918)","(25.64521598815918, 14.505200386047363, 11.140016555786133)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.001
vae,"(83.36345672607422, 66.63845825195312, 16.72499656677246)",9.90169620513916,synthetic_multimodal_data_modes_3_length_51_uniform,45.32,"(90.18291473388672, 74.36821746826172, 15.814688682556152)","(62.3538932800293, 42.69532012939453, 19.658573150634766)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.0003
vae,"(53.819923400878906, 44.196163177490234, 9.623760223388672)",8.022055625915527,synthetic_multimodal_data_modes_3_length_51_uniform,37.284,"(63.117103576660156, 53.91836166381836, 9.19874382019043)","(22.535757064819336, 11.60217571258545, 10.93358039855957)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.003
vae,"(52.1378288269043, 42.57639694213867, 9.561432838439941)",9.936254978179932,synthetic_multimodal_data_modes_3_length_51_uniform,40.263,"(61.72530746459961, 52.36817169189453, 9.357132911682129)","(27.9915771484375, 17.67872428894043, 10.312850952148438)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.001
vae,"(58.98212814331055, 42.485504150390625, 16.496625900268555)",12.52263855934143,synthetic_multimodal_data_modes_3_length_51_uniform,43.753,"(64.3794937133789, 48.572872161865234, 15.806625366210938)","(37.411312103271484, 19.451385498046875, 17.95992660522461)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.0003
vae,"(52.98684310913086, 42.18087387084961, 10.80596923828125)",8.984572649002075,synthetic_multimodal_data_modes_3_length_51_uniform,38.479,"(65.89739990234375, 55.30827713012695, 10.589120864868164)","(28.31416130065918, 17.21331787109375, 11.10084056854248)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.003
vae,"(54.640071868896484, 44.507076263427734, 10.132991790771484)",11.46401596069336,synthetic_multimodal_data_modes_3_length_51_uniform,39.998,"(60.67629623413086, 50.86827087402344, 9.808026313781738)","(24.8911075592041, 13.76486873626709, 11.126239776611328)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.001
vae,"(57.415767669677734, 42.16173553466797, 15.254030227661133)",13.41843056678772,synthetic_multimodal_data_modes_3_length_51_uniform,43.886,"(66.0001220703125, 51.006465911865234, 14.993659973144531)","(36.59525680541992, 19.903409957885742, 16.69184684753418)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.0003
vae,"(79.48114013671875, 73.57003021240234, 5.911108493804932)",6.264070272445679,synthetic_multimodal_data_modes_5_length_51_uniform,39.017,"(127.44660949707031, 121.4383544921875, 6.008256912231445)","(22.5498104095459, 13.772768020629883, 8.777043342590332)",211260,0,vae_hidden_size_100_batch_size_10_lr_0.003
vae,"(74.72186279296875, 64.70378875732422, 10.018072128295898)",7.863981246948242,synthetic_multimodal_data_modes_5_length_51_uniform,41.758,"(114.2874755859375, 105.7440185546875, 8.543456077575684)","(31.40839958190918, 17.398040771484375, 14.010357856750488)",211260,0,vae_hidden_size_100_batch_size_10_lr_0.001
vae,"(87.09245300292969, 71.99272918701172, 15.099725723266602)",7.550724267959595,synthetic_multimodal_data_modes_5_length_51_uniform,45.123,"(125.66960906982422, 115.4305191040039, 10.239089012145996)","(58.90912628173828, 37.843727111816406, 21.065399169921875)",211260,0,vae_hidden_size_100_batch_size_10_lr_0.0003
vae,"(83.1344223022461, 74.81441497802734, 8.3200101852417)",7.028157711029053,synthetic_multimodal_data_modes_5_length_51_uniform,39.325,"(134.9647216796875, 128.1388397216797, 6.825883388519287)","(25.94696044921875, 14.274334907531738, 11.672627449035645)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.003
vae,"(74.50041961669922, 65.78179931640625, 8.718623161315918)",6.757961273193359,synthetic_multimodal_data_modes_5_length_51_uniform,41.788,"(112.827880859375, 105.27495574951172, 7.552925109863281)","(32.51084899902344, 19.858963012695312, 12.651885032653809)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.001
vae,"(153.60452270507812, 153.40037536621094, 0.20415423810482025)",5.673069715499878,synthetic_multimodal_data_modes_5_length_51_uniform,46.511,"(153.6060791015625, 153.4358673095703, 0.1702180951833725)","(152.44357299804688, 152.21197509765625, 0.23159299790859222)",211260,0,vae_hidden_size_100_batch_size_20_lr_0.0003
vae,"(70.64289855957031, 62.7591667175293, 7.883729457855225)",7.133739233016968,synthetic_multimodal_data_modes_5_length_51_uniform,40.478,"(114.5493392944336, 104.24200439453125, 10.307332038879395)","(43.64275360107422, 30.694486618041992, 12.948266983032227)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.003
vae,"(71.23533630371094, 64.25686645507812, 6.978465557098389)",7.625312328338623,synthetic_multimodal_data_modes_5_length_51_uniform,40.778,"(119.13140106201172, 112.37772369384766, 6.75368070602417)","(29.1761417388916, 18.648792266845703, 10.527351379394531)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.001
vae,"(75.69512939453125, 64.54756927490234, 11.147557258605957)",10.503898620605469,synthetic_multimodal_data_modes_5_length_51_uniform,43.37,"(114.99263000488281, 105.16607666015625, 9.826556205749512)","(41.94649887084961, 25.719717025756836, 16.22677993774414)",421460,0,vae_hidden_size_200_batch_size_10_lr_0.0003
vae,"(71.63011932373047, 63.47042465209961, 8.159693717956543)",7.949896335601807,synthetic_multimodal_data_modes_5_length_51_uniform,40.387,"(113.80451965332031, 104.6231689453125, 9.181344985961914)","(33.25870895385742, 20.288808822631836, 12.969901084899902)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.003
vae,"(75.88025665283203, 65.43605041503906, 10.444209098815918)",10.030062913894653,synthetic_multimodal_data_modes_5_length_51_uniform,42.046,"(110.09429168701172, 100.73680877685547, 9.357481956481934)","(32.8976936340332, 17.518205642700195, 15.379486083984375)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.001
vae,"(74.8617935180664, 62.82148361206055, 12.04030704498291)",10.966503620147705,synthetic_multimodal_data_modes_5_length_51_uniform,43.584,"(116.40035247802734, 106.5123519897461, 9.887998580932617)","(37.20183181762695, 20.29790496826172, 16.9039249420166)",421460,0,vae_hidden_size_200_batch_size_20_lr_0.0003
rnn,77.81611938476563,16.036702632904053,synthetic_unimodal_data_length_100_gaussian,87.852,76.43030395507813,35.544271850585936,84820,0,rnn_hidden_size_100_lr_0.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,73.81773071289062,12.875584125518799,synthetic_unimodal_data_length_100_gaussian,86.784,74.90714111328126,35.757574462890624,329620,0,rnn_hidden_size_200_lr_0.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,65.55510864257812,13.090130090713501,synthetic_unimodal_data_length_100_skewed_gaussian,87.52,61.03635864257812,28.634426879882813,329620,0,rnn_hidden_size_200_lr_0.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,78.58550415039062,17.18368124961853,synthetic_unimodal_data_length_100_uniform,88.003,51.146905517578126,32.97549743652344,84820,0,rnn_hidden_size_100_lr_0.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,78.652783203125,13.998862266540527,synthetic_unimodal_data_length_100_uniform,84.919,46.068112182617185,23.34596405029297,329620,0,rnn_hidden_size_200_lr_0.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rnn,45.203756713867186,4.235891819000244,synthetic_unimodal_data_length_20_gaussian,16.083,37.49855346679688,25.50415802001953,84820,0,rnn_hidden_size_100_lr_0.003
rnn,42.93858642578125,5.653940916061401,synthetic_unimodal_data_length_20_gaussian,16.417,36.238916015625,24.734634399414062,84820,0,rnn_hidden_size_100_lr_0.001
rnn,44.50537109375,7.060876846313477,synthetic_unimodal_data_length_20_gaussian,16.832,37.87098693847656,30.908172607421875,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,51.644921875,7.078300476074219,synthetic_unimodal_data_length_20_gaussian,18.389,49.17952270507813,47.797979736328124,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,44.21607666015625,3.84257435798645,synthetic_unimodal_data_length_20_gaussian,16.502,36.36422424316406,27.804119873046876,329620,0,rnn_hidden_size_200_lr_0.003
rnn,43.655462646484374,6.552082777023315,synthetic_unimodal_data_length_20_gaussian,16.295,35.56470947265625,24.916127014160157,329620,0,rnn_hidden_size_200_lr_0.001
rnn,43.5552978515625,10.05274772644043,synthetic_unimodal_data_length_20_gaussian,16.486,36.6179931640625,23.697576904296874,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,45.19343872070313,10.9420907497406,synthetic_unimodal_data_length_20_gaussian,17.297,40.13815612792969,34.7786376953125,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,39.180056762695315,4.332703113555908,synthetic_unimodal_data_length_20_skewed_gaussian,16.126,37.41397705078125,25.484852600097657,84820,0,rnn_hidden_size_100_lr_0.003
rnn,39.97820129394531,6.3213050365448,synthetic_unimodal_data_length_20_skewed_gaussian,15.696,36.10994262695313,19.60262451171875,84820,0,rnn_hidden_size_100_lr_0.001
rnn,40.45774536132812,6.994192838668823,synthetic_unimodal_data_length_20_skewed_gaussian,16.831,38.774478149414065,32.46304626464844,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,49.730587768554685,7.239257097244263,synthetic_unimodal_data_length_20_skewed_gaussian,18.246,49.466311645507815,47.86464233398438,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,39.82282409667969,4.188825368881226,synthetic_unimodal_data_length_20_skewed_gaussian,15.994,37.59419250488281,24.642613220214844,329620,0,rnn_hidden_size_200_lr_0.003
rnn,39.7107421875,6.967286109924316,synthetic_unimodal_data_length_20_skewed_gaussian,15.751,36.363616943359375,21.34284210205078,329620,0,rnn_hidden_size_200_lr_0.001
rnn,39.34416198730469,10.89368987083435,synthetic_unimodal_data_length_20_skewed_gaussian,16.362,36.441033935546876,22.887586975097655,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,41.791482543945314,11.646992444992065,synthetic_unimodal_data_length_20_skewed_gaussian,16.953,40.801632690429685,35.864385986328124,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,37.09228515625,4.356478214263916,synthetic_unimodal_data_length_20_uniform,16.323,36.57981872558594,24.628579711914064,84820,0,rnn_hidden_size_100_lr_0.003
rnn,36.26953125,6.042999505996704,synthetic_unimodal_data_length_20_uniform,16.601,35.31322326660156,23.75609893798828,84820,0,rnn_hidden_size_100_lr_0.001
rnn,38.127523803710936,7.114906311035156,synthetic_unimodal_data_length_20_uniform,16.915,37.41926879882813,33.73499755859375,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,48.11347351074219,7.151816129684448,synthetic_unimodal_data_length_20_uniform,18.334,47.71180114746094,47.74367980957031,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,37.26349792480469,3.9910292625427246,synthetic_unimodal_data_length_20_uniform,16.531,36.731179809570314,25.72244873046875,329620,0,rnn_hidden_size_200_lr_0.003
rnn,36.22767944335938,7.2855918407440186,synthetic_unimodal_data_length_20_uniform,16.361,35.15005798339844,23.753564453125,329620,0,rnn_hidden_size_200_lr_0.001
rnn,36.1240234375,10.965860843658447,synthetic_unimodal_data_length_20_uniform,16.478,35.9271728515625,24.543557739257814,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,40.07273559570312,11.69251823425293,synthetic_unimodal_data_length_20_uniform,17.151,39.478387451171876,37.131396484375,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,51.88248901367187,9.063382148742676,synthetic_unimodal_data_length_50_gaussian,44.21,58.076995849609375,35.837530517578124,84820,0,rnn_hidden_size_100_lr_0.003
rnn,50.34486083984375,12.835983991622925,synthetic_unimodal_data_length_50_gaussian,42.982,56.58294677734375,27.86583557128906,84820,0,rnn_hidden_size_100_lr_0.001
rnn,86.71478271484375,12.95598578453064,synthetic_unimodal_data_length_50_gaussian,45.821,89.1589599609375,84.35862426757812,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,128.24295654296876,12.781724214553833,synthetic_unimodal_data_length_50_gaussian,46.778,129.46417236328125,127.9755126953125,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,52.3111083984375,8.143122911453247,synthetic_unimodal_data_length_50_gaussian,44.005,58.44708251953125,37.984124755859376,329620,0,rnn_hidden_size_200_lr_0.003
rnn,49.019064331054686,11.27424669265747,synthetic_unimodal_data_length_50_gaussian,43.884,55.0941650390625,31.51219787597656,329620,0,rnn_hidden_size_200_lr_0.001
rnn,51.25502319335938,15.092544317245483,synthetic_unimodal_data_length_50_gaussian,44.516,56.5011474609375,38.644219970703126,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,98.55167846679687,15.187672138214111,synthetic_unimodal_data_length_50_gaussian,46.104,101.1948486328125,97.029541015625,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,59.45888671875,8.022138118743896,synthetic_unimodal_data_length_50_skewed_gaussian,43.991,55.771417236328126,31.195455932617186,84820,0,rnn_hidden_size_100_lr_0.003
rnn,59.265570068359374,12.599067211151123,synthetic_unimodal_data_length_50_skewed_gaussian,43.732,55.23988647460938,28.140890502929686,84820,0,rnn_hidden_size_100_lr_0.001
rnn,91.30703735351562,13.02544641494751,synthetic_unimodal_data_length_50_skewed_gaussian,45.886,89.83806762695312,81.9052001953125,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,129.4162109375,13.232638835906982,synthetic_unimodal_data_length_50_skewed_gaussian,46.819,128.76976318359374,127.2172607421875,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,60.291436767578126,7.78480076789856,synthetic_unimodal_data_length_50_skewed_gaussian,44.144,56.694586181640624,31.037991333007813,329620,0,rnn_hidden_size_200_lr_0.003
rnn,57.76693115234375,11.700950384140015,synthetic_unimodal_data_length_50_skewed_gaussian,44.169,54.07548217773437,28.870803833007812,329620,0,rnn_hidden_size_200_lr_0.001
rnn,58.6716552734375,15.430768489837646,synthetic_unimodal_data_length_50_skewed_gaussian,44.634,56.046435546875,35.55429382324219,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,102.748388671875,15.572385787963867,synthetic_unimodal_data_length_50_skewed_gaussian,46.067,102.09210205078125,96.60003662109375,329620,0,rnn_hidden_size_200_lr_0.0001
rnn,48.36802368164062,8.348225355148315,synthetic_unimodal_data_length_50_uniform,43.623,54.805145263671875,28.603030395507812,84820,0,rnn_hidden_size_100_lr_0.003
rnn,49.12283020019531,12.348856210708618,synthetic_unimodal_data_length_50_uniform,43.982,55.1265625,28.18028869628906,84820,0,rnn_hidden_size_100_lr_0.001
rnn,84.488232421875,13.012613296508789,synthetic_unimodal_data_length_50_uniform,45.98,86.92992553710937,81.20517578125,84820,0,rnn_hidden_size_100_lr_0.0003
rnn,128.181884765625,12.99234127998352,synthetic_unimodal_data_length_50_uniform,46.779,128.94622802734375,128.00501708984376,84820,0,rnn_hidden_size_100_lr_0.0001
rnn,49.26979064941406,7.377761363983154,synthetic_unimodal_data_length_50_uniform,43.992,54.58632202148438,32.674468994140625,329620,0,rnn_hidden_size_200_lr_0.003
rnn,48.640472412109375,11.33738374710083,synthetic_unimodal_data_length_50_uniform,43.047,52.67472534179687,25.861895751953124,329620,0,rnn_hidden_size_200_lr_0.001
rnn,48.95083923339844,15.307650327682495,synthetic_unimodal_data_length_50_uniform,44.554,53.870147705078125,34.01759033203125,329620,0,rnn_hidden_size_200_lr_0.0003
rnn,97.03031616210937,15.650567293167114,synthetic_unimodal_data_length_50_uniform,46.202,99.16488647460938,94.946923828125,329620,0,rnn_hidden_size_200_lr_0.0001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
